solidus_gam0pt1,solidus_gam0pt05,solidus_gam0pt01,liquidus
1304.21831211057,1250.40621173278,1230.00066582016,1465.13513513514
1303.47896994011,1250.00174121739,1230.00060239869,1464.86486486487
1302.74699167431,1249.6052876919,1230.00054501832,1464.59459459459
1302.02230396811,1249.21669225195,1230.0004931036,1464.32432432432
1301.30483420699,1248.83579914282,1230.00044613393,1464.05405405405
1300.59451049966,1248.462455697,1230.00040363827,1463.78378378378
1299.89126167086,1248.09651227299,1230.00036519045,1463.51351351351
1299.19501725428,1247.73782219533,1230.00033040491,1463.24324324324
1298.50570748542,1247.38624169579,1230.0002989328,1462.97297297297
1297.82326329468,1247.04162985578,1230.00027045851,1462.7027027027
1297.14761630035,1246.70384854986,1230.00024469648,1462.43243243243
1296.47869880185,1246.37276239035,1230.00022138837,1462.16216216216
1295.81644377287,1246.04823867308,1230.00020030043,1461.89189189189
1295.16078485473,1245.73014732422,1230.00018122119,1461.62162162162
1294.51165634963,1245.4183608481,1230.0001639593,1461.35135135135
1293.86899321418,1245.11275427617,1230.00014834166,1461.08108108108
1293.23273105279,1244.81320511685,1230.00013421165,1460.81081081081
1292.60280611128,1244.51959330647,1230.00012142756,1460.54054054054
1291.97915527044,1244.23180116113,1230.00010986121,1460.27027027027
1291.36171603975,1243.94971332954,1230.00009939658,1460
1290.7504265511,1243.67321674678,1230.00008992874,1459.72972972973
1290.14522555259,1243.40220058899,1230.00008136275,1459.45945945946
1289.54605240239,1243.13655622894,1230.00007361269,1459.18918918919
1288.95284706266,1242.87617719249,1230.00006660085,1458.91891891892
1288.36555009357,1242.62095911592,1230.00006025691,1458.64864864865
1287.78410264728,1242.37079970412,1230.00005451725,1458.37837837838
1287.2084464621,1242.12559868953,1230.00004932431,1458.10810810811
1286.63852385663,1241.88525779202,1230.00004462601,1457.83783783784
1286.07427772397,1241.64968067944,1230.00004037524,1457.56756756757
1285.51565152601,1241.41877292905,1230.00003652937,1457.2972972973
1284.96258928779,1241.19244198966,1230.00003304984,1457.02702702703
1284.41503559183,1240.97059714452,1230.00002990173,1456.75675675676
1283.87293557262,1240.75314947499,1230.0000270535,1456.48648648649
1283.33623491114,1240.54001182487,1230.00002447657,1456.21621621622
1282.80487982937,1240.33109876547,1230.0000221451,1455.94594594595
1282.27881708491,1240.12632656139,1230.00002003571,1455.67567567568
1281.75799396569,1239.92561313695,1230.00001812724,1455.40540540541
1281.24235828464,1239.72887804328,1230.00001640057,1455.13513513514
1280.73185837448,1239.53604242609,1230.00001483836,1454.86486486486
1280.22644308253,1239.34702899404,1230.00001342496,1454.59459459459
1279.72606176561,1239.16176198779,1230.00001214619,1454.32432432432
1279.23066428494,1238.98016714963,1230.00001098923,1454.05405405405
1278.74020100112,1238.80217169369,1230.00000994247,1453.78378378378
1278.25462276919,1238.6277042768,1230.00000899542,1453.51351351351
1277.77388093365,1238.45669496987,1230.00000813858,1453.24324324324
1277.29792732363,1238.28907522989,1230.00000736335,1452.97297297297
1276.82671424802,1238.1247778724,1230.00000666197,1452.7027027027
1276.36019449074,1237.96373704464,1230.0000060274,1452.43243243243
1275.89832130598,1237.80588819908,1230.00000545327,1452.16216216216
1275.44104841353,1237.65116806762,1230.00000493383,1451.89189189189
1274.98832999412,1237.49951463616,1230.00000446386,1451.62162162162
1274.54012068485,1237.3508671198,1230.00000403867,1451.35135135135
1274.09637557464,1237.20516593844,1230.00000365397,1451.08108108108
1273.65705019972,1237.06235269293,1230.00000330592,1450.81081081081
1273.2221005392,1236.92237014162,1230.00000299102,1450.54054054054
1272.79148301061,1236.78516217748,1230.00000270612,1450.27027027027
1272.36515446559,1236.65067380555,1230.00000244835,1450
1271.94307218555,1236.51885112093,1230.00000221514,1449.72972972973
1271.52519387735,1236.38964128717,1230.00000200414,1449.45945945946
1271.11147766911,1236.26299251506,1230.00000181324,1449.18918918919
1270.70188210601,1236.13885404195,1230.00000164052,1448.91891891892
1270.29636614609,1236.01717611132,1230.00000148426,1448.64864864865
1269.8948891562,1235.89790995289,1230.00000134288,1448.37837837838
1269.49741090788,1235.78100776302,1230.00000121496,1448.10810810811
1269.10389157337,1235.66642268563,1230.00000109923,1447.83783783784
1268.71429172158,1235.55410879333,1230.00000099453,1447.56756756757
1268.32857231416,1235.44402106909,1230.0000008998,1447.2972972973
1267.94669470158,1235.33611538814,1230.00000081409,1447.02702702703
1267.56862061929,1235.23034850031,1230.00000073654,1446.75675675676
1267.19431218381,1235.12667801268,1230.00000066639,1446.48648648649
1266.82373188903,1235.02506237261,1230.00000060291,1446.21621621622
1266.45684260238,1234.92546085108,1230.00000054548,1445.94594594595
1266.09360756113,1234.82783352633,1230.00000049352,1445.67567567568
1265.73399036872,1234.73214126791,1230.00000044651,1445.40540540541
1265.37795499109,1234.63834572097,1230.00000040398,1445.13513513514
1265.0254657531,1234.54640929089,1230.0000003655,1444.86486486486
1264.67648733493,1234.45629512819,1230.00000033069,1444.59459459459
1264.33098476853,1234.36796711382,1230.00000029919,1444.32432432432
1263.98892343417,1234.28138984462,1230.00000027069,1444.05405405405
1263.6502690569,1234.19652861915,1230.0000002449,1443.78378378378
1263.31498770317,1234.11334942379,1230.00000022158,1443.51351351351
1262.98304577742,1234.03181891911,1230.00000020047,1443.24324324324
1262.65441001867,1233.9519044265,1230.00000018138,1442.97297297297
1262.32904749726,1233.87357391505,1230.0000001641,1442.7027027027
1262.00692561148,1233.79679598877,1230.00000014847,1442.43243243243
1261.68801208437,1233.72153987393,1230.00000013433,1442.16216216216
1261.37227496042,1233.64777540678,1230.00000012153,1441.89189189189
1261.05968260241,1233.57547302146,1230.00000010995,1441.62162162162
1260.75020368824,1233.50460373811,1230.00000009948,1441.35135135135
1260.44380720775,1233.43513915129,1230.00000009001,1441.08108108108
1260.14046245969,1233.36705141857,1230.00000008143,1440.81081081081
1259.84013904856,1233.30031324941,1230.00000007368,1440.54054054054
1259.54280688161,1233.23489789417,1230.00000006666,1440.27027027027
1259.24843616582,1233.17077913342,1230.00000006031,1440
1258.95699740492,1233.10793126743,1230.00000005456,1439.72972972973
1258.6684613964,1233.04632910585,1230.00000004937,1439.45945945946
1258.38279922862,1232.98594795764,1230.00000004466,1439.18918918919
1258.09998227793,1232.92676362116,1230.00000004041,1438.91891891892
1257.81998220573,1232.86875237446,1230.00000003656,1438.64864864865
1257.5427709557,1232.81189096578,1230.00000003308,1438.37837837838
1257.26832075095,1232.75615660425,1230.00000002993,1438.10810810811
1256.99660409128,1232.70152695071,1230.00000002708,1437.83783783784
1256.72759375034,1232.64798010882,1230.0000000245,1437.56756756757
1256.46126277302,1232.5954946162,1230.00000002216,1437.2972972973
1256.19758447263,1232.54404943591,1230.00000002005,1437.02702702703
1255.93653242831,1232.49362394798,1230.00000001814,1436.75675675676
1255.67808048235,1232.44419794112,1230.00000001641,1436.48648648649
1255.42220273758,1232.39575160468,1230.00000001485,1436.21621621622
1255.16887355475,1232.34826552065,1230.00000001344,1435.94594594595
1254.91806754998,1232.30172065593,1230.00000001216,1435.67567567568
1254.66975959224,1232.25609835465,1230.000000011,1435.40540540541
1254.42392480077,1232.21138033073,1230.00000000995,1435.13513513513
1254.18053854267,1232.16754866052,1230.000000009,1434.86486486486
1253.93957643034,1232.12458577566,1230.00000000815,1434.59459459459
1253.70101431911,1232.082474456,1230.00000000737,1434.32432432432
1253.46482830478,1232.04119782271,1230.00000000667,1434.05405405405
1253.23099472126,1232.0007393315,1230.00000000603,1433.78378378378
1252.99949013813,1231.96108276603,1230.00000000546,1433.51351351351
1252.77029135839,1231.92221223137,1230.00000000494,1433.24324324324
1252.54337541606,1231.88411214763,1230.00000000447,1432.97297297297
1252.31871957389,1231.84676724375,1230.00000000404,1432.7027027027
1252.09630132113,1231.81016255134,1230.00000000366,1432.43243243243
1251.8760983712,1231.77428339872,1230.00000000331,1432.16216216216
1251.65808865952,1231.73911540499,1230.00000000299,1431.89189189189
1251.44225034127,1231.70464447431,1230.00000000271,1431.62162162162
1251.22856178921,1231.67085679023,1230.00000000245,1431.35135135135
1251.0170015915,1231.63773881014,1230.00000000222,1431.08108108108
1250.80754854956,1231.60527725989,1230.00000000201,1430.81081081081
1250.60018167597,1231.57345912841,1230.00000000181,1430.54054054054
1250.39488019232,1231.54227166252,1230.00000000164,1430.27027027027
1250.19162352718,1231.51170236183,1230.00000000149,1430
1249.990391314,1231.48173897373,1230.00000000134,1429.72972972973
1249.79116338907,1231.45236948845,1230.00000000122,1429.45945945946
1249.59391978954,1231.42358213427,1230.0000000011,1429.18918918919
1249.39864075138,1231.3953653728,1230.000000001,1428.91891891892
1249.20530670739,1231.36770789435,1230.0000000009,1428.64864864865
1249.01389828529,1231.34059861341,1230.00000000081,1428.37837837838
1248.82439630574,1231.31402666416,1230.00000000074,1428.10810810811
1248.63678178043,1231.2879813962,1230.00000000067,1427.83783783784
1248.45103591016,1231.26245237019,1230.0000000006,1427.56756756757
1248.26714008299,1231.23742935374,1230.00000000055,1427.2972972973
1248.08507587234,1231.21290231724,1230.00000000049,1427.02702702703
1247.90482503518,1231.18886142991,1230.00000000045,1426.75675675676
1247.72636951017,1231.16529705581,1230.0000000004,1426.48648648649
1247.54969141586,1231.14219974999,1230.00000000037,1426.21621621622
1247.3747730489,1231.11956025472,1230.00000000033,1425.94594594595
1247.20159688228,1231.09736949575,1230.0000000003,1425.67567567568
1247.03014556355,1231.07561857871,1230.00000000027,1425.40540540541
1246.86040191308,1231.05429878551,1230.00000000025,1425.13513513513
1246.69234892238,1231.03340157087,1230.00000000022,1424.86486486486
1246.52596975234,1231.01291855888,1230.0000000002,1424.59459459459
1246.36124773158,1230.99284153964,1230.00000000018,1424.32432432432
1246.19816635476,1230.973162466,1230.00000000016,1424.05405405405
1246.03670928096,1230.9538734503,1230.00000000015,1423.78378378378
1245.87686033197,1230.93496676122,1230.00000000013,1423.51351351351
1245.71860349077,1230.91643482067,1230.00000000012,1423.24324324324
1245.56192289982,1230.8982702008,1230.00000000011,1422.97297297297
1245.40680285957,1230.88046562095,1230.0000000001,1422.7027027027
1245.2532278268,1230.86301394478,1230.00000000009,1422.43243243243
1245.10118241312,1230.84590817742,1230.00000000008,1422.16216216216
1244.95065138341,1230.82914146262,1230.00000000007,1421.89189189189
1244.80161965429,1230.81270708004,1230.00000000007,1421.62162162162
1244.65407229261,1230.79659844254,1230.00000000006,1421.35135135135
1244.50799451395,1230.78080909353,1230.00000000005,1421.08108108108
1244.36337168116,1230.76533270442,1230.00000000005,1420.81081081081
1244.22018930287,1230.75016307205,1230.00000000004,1420.54054054054
1244.07843303203,1230.73529411621,1230.00000000004,1420.27027027027
1243.93808866451,1230.7207198772,1230.00000000004,1420
1243.79914213764,1230.70643451345,1230.00000000003,1419.72972972973
1243.66157952882,1230.69243229918,1230.00000000003,1419.45945945946
1243.52538705413,1230.67870762211,1230.00000000003,1419.18918918919
1243.39055106692,1230.66525498117,1230.00000000002,1418.91891891892
1243.25705805647,1230.65206898436,1230.00000000002,1418.64864864865
1243.12489464663,1230.63914434653,1230.00000000002,1418.37837837838
1242.99404759448,1230.62647588731,1230.00000000002,1418.10810810811
1242.86450378899,1230.61405852898,1230.00000000002,1417.83783783784
1242.73625024973,1230.60188729449,1230.00000000002,1417.56756756757
1242.60927412555,1230.58995730543,1230.00000000001,1417.2972972973
1242.48356269329,1230.57826378009,1230.00000000001,1417.02702702703
1242.35910335652,1230.56680203154,1230.00000000001,1416.75675675676
1242.23588364429,1230.55556746573,1230.00000000001,1416.48648648649
1242.11389120983,1230.54455557968,1230.00000000001,1416.21621621622
1241.99311382936,1230.53376195968,1230.00000000001,1415.94594594595
1241.87353940085,1230.52318227949,1230.00000000001,1415.67567567568
1241.75515594281,1230.51281229861,1230.00000000001,1415.40540540541
1241.63795159309,1230.5026478606,1230.00000000001,1415.13513513513
1241.52191460766,1230.49268489141,1230.00000000001,1414.86486486486
1241.4070333595,1230.48291939773,1230.00000000001,1414.59459459459
1241.29329633738,1230.47334746542,1230,1414.32432432432
1241.18069214471,1230.4639652579,1230,1414.05405405405
1241.06920949842,1230.45476901465,1230,1413.78378378378
1240.95883722783,1230.44575504967,1230,1413.51351351351
1240.84956427351,1230.43691975005,1230,1413.24324324324
1240.74137968619,1230.42825957446,1230,1412.97297297297
1240.63427262564,1230.41977105177,1230,1412.7027027027
1240.52823235963,1230.41145077968,1230,1412.43243243243
1240.42324826278,1230.40329542328,1230,1412.16216216216
1240.31930981559,1230.39530171379,1230,1411.89189189189
1240.21640660329,1230.38746644722,1230,1411.62162162162
1240.11452831487,1230.37978648307,1230,1411.35135135135
1240.01366474201,1230.37225874311,1230,1411.08108108108
1239.91380577806,1230.36488021011,1230,1410.81081081081
1239.81494141704,1230.35764792665,1230,1410.54054054054
1239.71706175263,1230.35055899391,1230,1410.27027027027
1239.62015697717,1230.34361057056,1230,1410
1239.52421738071,1230.33679987156,1230,1409.72972972973
1239.42923334997,1230.33012416708,1230,1409.45945945946
1239.33519536746,1230.32358078141,1230,1409.18918918919
1239.24209401046,1230.31716709186,1230,1408.91891891892
1239.1499199501,1230.31088052773,1230,1408.64864864865
1239.05866395045,1230.30471856927,1230,1408.37837837838
1238.96831686755,1230.29867874669,1230,1408.10810810811
1238.87886964851,1230.29275863913,1230,1407.83783783784
1238.79031333063,1230.28695587372,1230,1407.56756756757
1238.70263904046,1230.28126812464,1230,1407.2972972973
1238.61583799293,1230.27569311215,1230,1407.02702702703
1238.52990149049,1230.2702286017,1230,1406.75675675676
1238.4448209222,1230.26487240304,1230,1406.48648648649
1238.36058776288,1230.25962236933,1230,1406.21621621622
1238.27719357228,1230.25447639627,1230,1405.94594594595
1238.19462999421,1230.24943242129,1230,1405.67567567568
1238.11288875571,1230.24448842268,1230,1405.40540540541
1238.0319616662,1230.23964241883,1230,1405.13513513514
1237.9518406167,1230.23489246737,1230,1404.86486486487
1237.872517579,1230.23023666447,1230,1404.59459459459
1237.79398460482,1230.225673144,1230,1404.32432432432
1237.71623382509,1230.22120007685,1230,1404.05405405405
1237.63925744908,1230.21681567013,1230,1403.78378378378
1237.56304776367,1230.21251816653,1230,1403.51351351351
1237.48759713256,1230.20830584352,1230,1403.24324324324
1237.41289799552,1230.20417701276,1230,1402.97297297297
1237.33894286761,1230.20013001935,1230,1402.7027027027
1237.26572433844,1230.1961632412,1230,1402.43243243243
1237.19323507143,1230.19227508835,1230,1402.16216216216
1237.12146780307,1230.18846400239,1230,1401.89189189189
1237.05041534221,1230.18472845577,1230,1401.62162162162
1236.98007056929,1230.18106695124,1230,1401.35135135135
1236.91042643571,1230.17747802121,1230,1401.08108108108
1236.84147596303,1230.17396022717,1230,1400.81081081081
1236.77321224233,1230.17051215916,1230,1400.54054054054
1236.70562843353,1230.16713243513,1230,1400.27027027027
1236.63871776464,1230.16381970045,1230,1400
1236.57247353114,1230.16057262731,1230,1399.72972972973
1236.50688909528,1230.15738991425,1230,1399.45945945946
1236.44195788543,1230.15427028558,1230,1399.18918918919
1236.3776733954,1230.15121249092,1230,1398.91891891892
1236.31402918381,1230.14821530465,1230,1398.64864864865
1236.25101887345,1230.14527752547,1230,1398.37837837838
1236.18863615061,1230.14239797585,1230,1398.10810810811
1236.12687476446,1230.13957550165,1230,1397.83783783784
1236.06572852645,1230.13680897157,1230,1397.56756756757
1236.00519130966,1230.13409727674,1230,1397.2972972973
1235.94525704819,1230.13143933028,1230,1397.02702702703
1235.88591973655,1230.12883406684,1230,1396.75675675676
1235.82717342908,1230.1262804422,1230,1396.48648648649
1235.76901223933,1230.12377743283,1230,1396.21621621622
1235.71143033949,1230.12132403548,1230,1395.94594594595
1235.65442195978,1230.1189192668,1230,1395.67567567568
1235.5979813879,1230.11656216291,1230,1395.40540540541
1235.54210296845,1230.11425177907,1230,1395.13513513514
1235.48678110233,1230.11198718923,1230,1394.86486486486
1235.43201024623,1230.10976748571,1230,1394.59459459459
1235.37778491206,1230.10759177882,1230,1394.32432432432
1235.32409966637,1230.10545919651,1230,1394.05405405405
1235.27094912984,1230.10336888401,1230,1393.78378378378
1235.21832797673,1230.10132000349,1230,1393.51351351351
1235.16623093433,1230.09931173372,1230,1393.24324324324
1235.11465278247,1230.09734326978,1230,1392.97297297297
1235.06358835295,1230.09541382265,1230,1392.7027027027
1235.01303252906,1230.09352261901,1230,1392.43243243243
1234.96298024504,1230.09166890081,1230,1392.16216216216
1234.91342648562,1230.08985192507,1230,1391.89189189189
1234.86436628543,1230.08807096352,1230,1391.62162162162
1234.81579472859,1230.08632530232,1230,1391.35135135135
1234.76770694819,1230.08461424178,1230,1391.08108108108
1234.72009812575,1230.08293709608,1230,1390.81081081081
1234.67296349084,1230.08129319301,1230,1390.54054054054
1234.6262983205,1230.07968187366,1230,1390.27027027027
1234.58009793884,1230.07810249219,1230,1390
1234.53435771651,1230.07655441555,1230,1389.72972972973
1234.48907307031,1230.07503702327,1230,1389.45945945946
1234.44423946264,1230.07354970715,1230,1389.18918918919
1234.39985240115,1230.07209187104,1230,1388.91891891892
1234.35590743819,1230.07066293064,1230,1388.64864864865
1234.31240017043,1230.06926231318,1230,1388.37837837838
1234.26932623838,1230.0678894573,1230,1388.10810810811
1234.226681326,1230.06654381272,1230,1387.83783783784
1234.18446116021,1230.0652248401,1230,1387.56756756757
1234.14266151051,1230.06393201077,1230,1387.2972972973
1234.10127818853,1230.06266480655,1230,1387.02702702703
1234.0603070476,1230.06142271951,1230,1386.75675675676
1234.01974398237,1230.06020525182,1230,1386.48648648649
1233.97958492838,1230.0590119155,1230,1386.21621621622
1233.93982586164,1230.05784223224,1230,1385.94594594595
1233.90046279826,1230.05669573321,1230,1385.67567567568
1233.861491794,1230.05557195888,1230,1385.40540540541
1233.82290894393,1230.05447045883,1230,1385.13513513514
1233.784710382,1230.05339079155,1230,1384.86486486487
1233.74689228068,1230.0523325243,1230,1384.59459459459
1233.70945085054,1230.05129523292,1230,1384.32432432432
1233.67238233991,1230.05027850164,1230,1384.05405405405
1233.63568303449,1230.04928192294,1230,1383.78378378378
1233.59934925697,1230.04830509737,1230,1383.51351351351
1233.56337736665,1230.04734763342,1230,1383.24324324324
1233.52776375911,1230.04640914731,1230,1382.97297297297
1233.49250486584,1230.04548926288,1230,1382.7027027027
1233.45759715384,1230.04458761144,1230,1382.43243243243
1233.42303712533,1230.04370383159,1230,1382.16216216216
1233.38882131735,1230.0428375691,1230,1381.89189189189
1233.35494630143,1230.04198847675,1230,1381.62162162162
1233.32140868328,1230.04115621421,1230,1381.35135135135
1233.28820510236,1230.04034044791,1230,1381.08108108108
1233.25533223166,1230.03954085088,1230,1380.81081081081
1233.22278677727,1230.03875710262,1230,1380.54054054054
1233.1905654781,1230.03798888899,1230,1380.27027027027
1233.15866510553,1230.03723590209,1230,1380
1233.12708246312,1230.0364978401,1230,1379.72972972973
1233.09581438625,1230.0357744072,1230,1379.45945945946
1233.06485774182,1230.03506531343,1230,1379.18918918919
1233.03420942794,1230.03437027457,1230,1378.91891891892
1233.00386637361,1230.03368901204,1230,1378.64864864865
1232.97382553843,1230.03302125279,1230,1378.37837837838
1232.94408391227,1230.03236672915,1230,1378.10810810811
1232.91463851499,1230.0317251788,1230,1377.83783783784
1232.88548639611,1230.03109634458,1230,1377.56756756757
1232.85662463458,1230.03047997446,1230,1377.2972972973
1232.8280503384,1230.02987582138,1230,1377.02702702703
1232.7997606444,1230.02928364318,1230,1376.75675675676
1232.77175271792,1230.02870320252,1230,1376.48648648649
1232.74402375253,1230.02813426674,1230,1376.21621621622
